,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class
350,smart,smarted,smɑrt,smɑrtɪd,-ɪd,Reg,No,-ɪd
351,underwrite,underwrote,əndərraɪt,əndərroʊt,aɪ-oʊ,Irreg,No,vowel change
352,grease,greased,gris,grist,-t,Reg,No,-t
353,conjecture,conjectured,kənʤɛkʧər,kənʤɛkʧərd,-d,Reg,No,-d
354,veto,vetoed,vitoʊ,vitoʊd,-d,Reg,No,-d
355,rail,railed,reɪl,reɪld,-d,Reg,No,-d
356,waddle,waddled,wɑdəl,wɑdəld,-d,Reg,No,-d
357,revenge,revenged,rivɛnʤ,rivɛnʤd,-d,Reg,No,-d
358,free,freed,fri,frid,-d,Reg,No,-d
359,inscribe,inscribed,ɪnskraɪb,ɪnskraɪbd,-d,Reg,No,-d
360,bestow,bestowed,bɪstoʊ,bɪstoʊd,-d,Reg,No,-d
361,formalize,formalized,fɔrməlaɪz,fɔrməlaɪzd,-d,Reg,No,-d
362,streamline,streamlined,strimlaɪn,strimlaɪnd,-d,Reg,No,-d
363,struggle,struggled,strʌgəl,strʌgəl,-d,Reg,No,-d
364,abate,abated,əbeɪt,əbeɪtɪd,-ɪd,Reg,No,-ɪd
365,enrapture,enraptured,ɛnræpʧər,ɛnræpʧərd,-d,Reg,No,-d
366,estimate,estimated,ɛstəmeɪt,ɛstəmeɪtɪd,-ɪd,Reg,No,-ɪd
367,mutilate,mutilated,mjutəleɪt,mjutəleɪtɪd,-ɪd,Reg,No,-ɪd
368,knit,knit,nɪt,nɪt,None,Irreg,No,level
369,droop,drooped,drup,drupt,-t,Reg,No,-t
370,drench,drenched,drɛnʧ,drɛnʧt,-t,Reg,No,-t
371,mimic,mimicked,mɪmɪk,mɪmɪkt,-t,Reg,No,-t
372,dignify,dignified,dɪgnəfaɪ,dɪgnəfaɪd,-d,Reg,No,-d
373,rumple,rumpled,rəmpəl,rəmpəld,-d,Reg,No,-d
374,scrounge,scrounged,skraʊnʤ,skraʊnʤd,-d,Reg,No,-d
375,filter,filtered,fɪltər,fɪltərd,-d,Reg,No,-d
376,renew,renewed,rɪnu,rɪnud,-d,Reg,No,-d
377,oppose,opposed,əpoʊz,əpoʊzd,-d,Reg,No,-d
378,domesticate,domesticated,dəmɛstəkeɪt,dəmɛstəkeɪtɪd,-ɪd,Reg,No,-ɪd
379,aspire,aspired,əspaɪr,əspaɪrd,-d,Reg,No,-d
380,symbolize,symbolized,sɪmbəlaɪz,sɪmbəlaɪzd,-d,Reg,No,-d
381,recite,recited,rəsaɪt,rəsaɪtɪd,-ɪd,Reg,No,-ɪd
382,orientate,orientated,ɔriənteɪt,ɔriənteɪtɪd,-ɪd,Reg,No,-ɪd
383,organize,organized,ɔrgənaɪz,ɔrgənaɪzd,-d,Reg,No,-d
384,render,rendered,rɛndər,rɛndərd,-d,Reg,No,-d
385,yank,yanked,jæŋk,jæŋkt,-t,Reg,No,-t
386,grade,graded,greɪd,greɪdɪd,-ɪd,Reg,No,-ɪd
387,goggle,goggled,gɑgəl,gɑgəld,-d,Reg,No,-d
388,reassure,reassured,riəʃʊr,riəʃʊrd,-d,Reg,No,-d
389,rank,ranked,ræŋk,ræŋkt,-t,Reg,No,-t
390,notch,notched,nɑʧ,nɑʧt,-t,Reg,No,-t
391,restrict,restricted,ristrɪkt,ristrɪktɪd,-ɪd,Reg,No,-ɪd
392,hook,hooked,hʊk,hʊkt,-t,Reg,No,-t
393,instruct,instructed,ɪnstrəkt,ɪnstrəktɪd,-ɪd,Reg,No,-ɪd
394,guzzle,guzzled,gəzəl,gəzəld,-d,Reg,No,-d
395,deplete,depleted,dɪplit,dɪplitɪd,-ɪd,Reg,No,-ɪd
396,enumerate,enumerated,ɪnuməreɪt,ɪnuməreɪtɪd,-ɪd,Reg,No,-ɪd
397,sober,sobered,soʊbər,soʊbərd,-d,Reg,No,-d
398,radiate,radiated,reɪdieɪt,reɪdieɪtɪd,-ɪd,Reg,No,-ɪd
399,tangle,tangled,tæŋgəl,tæŋgəld,-d,Reg,Yes,-d
400,hood,hooded,hʊd,hʊdɪd,-ɪd,Reg,No,-ɪd
401,illustrate,illustrated,ɪləstreɪt,ɪləstreɪtɪd,-ɪd,Reg,No,-ɪd
402,declaim,declaimed,dɪkleɪm,dɪkleɪmd,-d,Reg,No,-d
403,unbind,unbound,ənbaɪnd,ənbaʊnd,ɪ-ʊ,Irreg,No,vowel change
404,debase,debased,dəbeɪs,dəbeɪst,-t,Reg,No,-t
405,service,serviced,sərvɪs,sərvɪst,-t,Reg,No,-t
406,fart,farted,fɑrt,fɑrtɪd,-ɪd,Reg,No,-ɪd
407,top,topped,tɑp,tɑpt,-t,Reg,No,-t
408,neck,necked,nɛk,nɛkt,-t,Reg,No,-t
409,tow,towed,toʊ,toʊd,-d,Reg,No,-d
410,vibrate,vibrated,vaɪbreɪt,vaɪbreɪtɪd,-ɪd,Reg,No,-ɪd
411,sidle,sidled,saɪdəl,saɪdəld,-d,Reg,No,-d
412,master,mastered,mæstər,mæstərd,-d,Reg,No,-d
413,fumble,fumbled,fʌmbəl,fʌmbəld,-d,Reg,No,-d
414,underlie,underlay,əndərlaɪ,əndərleɪ,a-e,Irreg,No,vowel change
415,inflate,inflated,ɪnfleɪt,ɪnfleɪtɪd,-ɪd,Reg,No,-ɪd
416,cycle,cycled,saɪkəl,saɪkəld,-d,Reg,No,-d
417,enjoin,enjoined,ɛnʤɔɪn,ɛnʤɔɪnd,-d,Reg,No,-d
418,listen,listened,lɪsən,lɪsənd,-d,Reg,Yes,-d
419,totter,tottered,tɑtər,tɑtərd,-d,Reg,No,-d
420,decentralize,decentralized,dɪsɛntrəlaɪz,dɪsɛntrəlaɪzd,-d,Reg,No,-d
421,murder,murdered,mərdər,mərdərd,-d,Reg,Yes,-d
422,overdraw,overdrew,oʊvərdrɔ,oʊvərdru,ɔ-u,Irreg,No,vowel change
423,collapse,collapsed,kəlæps,kəlæpst,-t,Reg,Yes,-t
424,dimple,dimpled,dɪmpəl,dɪmpəld,-d,Reg,No,-d
425,tool,tooled,tul,tuld,-d,Reg,No,-d
426,foreclose,foreclosed,fɔrkloʊz,fɔrkloʊzd,-d,Reg,No,-d
427,serve,served,sərv,sərvd,-d,Reg,No,-d
428,expend,expended,ɪkspɛnd,ɪkspɛndɪd,-ɪd,Reg,No,-ɪd
429,embellish,embellished,ɛmbɛlɪʃ,ɛmbɛlɪʃt,-t,Reg,No,-t
430,emaciate,emaciated,ɪmeɪʃieɪt,ɪmeɪʃieɪtɪd,-ɪd,Reg,No,-ɪd
431,toot,tooted,tut,tutɪd,-ɪd,Reg,No,-ɪd
432,incur,incurred,ɪnkər,ɪnkərd,-d,Reg,No,-d
433,skewer,skewered,skjuər,skjuərd,-d,Reg,No,-d
434,drool,drooled,drul,druld,-d,Reg,No,-d
435,vegetate,vegetated,vɛʤəteɪt,vɛʤəteɪtɪd,-ɪd,Reg,No,-ɪd
436,crawl,crawled,krɔl,krɔld,-d,Reg,No,-d
437,lather,lathered,læðər,læðərd,-d,Reg,No,-d
438,distance,distanced,dɪstəns,dɪstənst,-t,Reg,No,-t
439,trek,trekked,trɛk,trɛkt,-t,Reg,No,-t
440,gambol,gambolled,gæmbəl,gæmbəld,-d,Reg,No,-d
441,affront,affronted,əfrənt,əfrəntɪd,-ɪd,Reg,No,-ɪd
442,rampage,rampaged,ræmpeɪʤ,ræmpeɪʤd,-d,Reg,No,-d
443,dredge,dredged,drɛʤ,drɛʤd,-d,Reg,No,-d
444,nominate,nominated,nɑməneɪt,nɑməneɪtɪd,-ɪd,Reg,No,-ɪd
445,outlaw,outlawed,aʊtlɔ,aʊtlɔd,-d,Reg,No,-d
446,legalize,legalized,ligəlaɪz,ligəlaɪzd,-d,Reg,No,-d
447,scrutinize,scrutinized,skrutənaɪz,skrutənaɪzd,-d,Reg,No,-d
448,matter,mattered,mætər,mætərd,-d,Reg,No,-d
449,idle,idled,aɪdəl,aɪdəld,-d,Reg,No,-d
450,encase,encased,ɛnkeɪs,ɛnkeɪst,-t,Reg,No,-t
451,flame,flamed,fleɪm,fleɪmd,-d,Reg,No,-d
452,endure,endured,ɪndʊr,ɪndʊrd,-d,Reg,No,-d
453,iron,ironed,aɪərn,aɪərnd,-d,Reg,Yes,-d
454,loiter,loitered,lɔɪtər,lɔɪtərd,-d,Reg,No,-d
455,bridge,bridged,brɪʤ,brɪʤd,-d,Reg,No,-d
456,fashion,fashioned,fæʃən,fæʃənd,-d,Reg,No,-d
457,entail,entailed,ɪnteɪl,ɪnteɪld,-d,Reg,No,-d
458,seep,seeped,sip,sipt,-t,Reg,No,-t
459,rattle,rattled,rætəl,rætəld,-d,Reg,No,-d
460,navigate,navigated,nævəgeɪt,nævəgeɪtɪd,-ɪd,Reg,No,-ɪd
461,ram,rammed,ræm,ræmd,-d,Reg,No,-d
462,mind,minded,maɪnd,maɪndɪd,-ɪd,Reg,No,-ɪd
463,mine,mined,maɪn,maɪnd,-d,Reg,No,-d
464,taint,tainted,teɪnt,teɪntɪd,-ɪd,Reg,No,-ɪd
465,seed,seeded,sid,sidɪd,-ɪd,Reg,No,-ɪd
466,lull,lulled,ləl,ləld,-d,Reg,No,-d
467,rap,rapped,ræp,ræpt,-t,Reg,No,-t
468,protract,protracted,proʊtrækt,proʊtræktɪd,-ɪd,Reg,No,-ɪd
469,seem,seemed,sim,simd,-d,Reg,No,-d
470,regulate,regulated,rɛgjəleɪt,rɛgjəleɪtɪd,-ɪd,Reg,No,-ɪd
471,seek,sought,sik,sɔt,ik-ɔt,Irreg,No,ruckumlaut
472,reprieve,reprieved,ripriv,riprivd,-d,Reg,No,-d
473,ponder,pondered,pɑndər,pɑndərd,-d,Reg,No,-d
474,secure,secured,sɪkjʊr,sɪkjʊrd,-d,Reg,No,-d
475,quarry,quarried,kwɔri,kwɔrid,-d,Reg,No,-d
476,entrap,entrapped,ɪntræp,ɪntræpt,-t,Reg,No,-t
477,perpetrate,perpetrated,pərpətreɪt,pərpətreɪtɪd,-ɪd,Reg,No,-ɪd
478,gripe,griped,graɪp,graɪpt,-t,Reg,No,-t
479,snow,snowed,snoʊ,snoʊd,-d,Reg,No,-d
480,disincline,disinclined,dɪsɪnklaɪn,dɪsɪnklaɪnd,-d,Reg,No,-d
481,rehouse,rehoused,rihaʊz,rihaʊzd,-d,Reg,No,-d
482,hum,hummed,həm,həmd,-d,Reg,Yes,-d
483,transmit,transmitted,trænzmɪt,trænzmɪtɪd,-ɪd,Reg,No,-ɪd
484,quicken,quickened,kwɪkən,kwɪkənd,-d,Reg,No,-d
485,aggravate,aggravated,ægrəveɪt,ægrəveɪtɪd,-ɪd,Reg,No,-ɪd
486,writhe,writhed,rɪθ,rɪθt,-t,Reg,No,-t
487,dial,dialled,daɪəl,daɪəld,-d,Reg,No,-d
488,simplify,simplified,sɪmpləfaɪ,sɪmpləfaɪd,-d,Reg,No,-d
489,jib,jibbed,ʤɪb,ʤɪbd,-d,Reg,No,-d
490,phase,phased,feɪz,feɪzd,-d,Reg,No,-d
491,utilize,utilized,jutəlaɪz,jutəlaɪzd,-d,Reg,No,-d
492,cap,capped,kæp,kæpt,-t,Reg,No,-t
493,exonerate,exonerated,ɪgzɑnəreɪt,ɪgzɑnəreɪtɪd,-ɪd,Reg,No,-ɪd
494,glow,glowed,gloʊ,gloʊd,-d,Reg,No,-d
495,expound,expounded,ɪkspaʊnd,ɪkspaʊndɪd,-ɪd,Reg,No,-ɪd
496,mitigate,mitigated,mɪtəgeɪt,mɪtəgeɪtɪd,-ɪd,Reg,No,-ɪd
497,upend,upended,əpənd,əpəndɪd,-ɪd,Reg,No,-ɪd
498,don,donned,dɑn,dɑnd,-d,Reg,No,-d
499,daub,daubed,dɔb,dɔbd,-d,Reg,No,-d
500,interject,interjected,ɪntərʤɛkt,ɪntərʤɛktɪd,-ɪd,Reg,No,-ɪd
501,alarm,alarmed,əlɑrm,əlɑrmd,-d,Reg,No,-d
502,camp,camped,kæmp,kæmpt,-t,Reg,No,-t
503,flow,flowed,floʊ,floʊd,-d,Reg,No,-d
504,nettle,nettled,nɛtəl,nɛtəld,-d,Reg,No,-d
505,swamp,swamped,swɔmp,swɔmpt,-t,Reg,No,-t
506,digress,digressed,daɪgrɛs,daɪgrɛst,-t,Reg,No,-t
507,bracket,bracketed,brækɪt,brækɪtɪd,-ɪd,Reg,No,-ɪd
508,comprise,comprised,kəmpraɪz,kəmpraɪzd,-d,Reg,No,-d
509,transpire,transpired,trænspaɪər,trænspaɪərd,-d,Reg,No,-d
510,caw,cawed,kɔ,kɔd,-d,Reg,No,-d
511,constrict,constricted,kənstrɪkt,kənstrɪktɪd,-ɪd,Reg,No,-ɪd
512,flog,flogged,flɑg,flɑgd,-d,Reg,No,-d
513,scream,screamed,skrim,skrimd,-d,Reg,Yes,-d
514,dot,dotted,dɑt,dɑtɪd,-ɪd,Reg,Yes,-ɪd
515,reserve,reserved,rɪzərv,rɪzərvd,-d,Reg,No,-d
516,whimper,whimpered,wɪmpər,wɪmpərd,-d,Reg,No,-d
517,bait,baited,beɪt,beɪtɪd,-ɪd,Reg,No,-ɪd
518,inspire,inspired,ɪnspaɪər,ɪnspaɪərd,-d,Reg,No,-d
519,hunger,hungered,hʌŋgər,hʌŋgərd,-d,Reg,No,-d
520,alight,alighted,əlaɪt,əlaɪtɪd,-ɪd,Reg,No,-ɪd
521,reorganize,reorganized,riɔrgənaɪz,riɔrgənaɪzd,-d,Reg,No,-d
522,retire,retired,rɪtaɪr,rɪtaɪrd,-d,Reg,Yes,-d
523,skitter,skittered,skɪtər,skɪtərd,-d,Reg,No,-d
524,brief,briefed,brif,brift,-t,Reg,No,-t
525,dupe,duped,dup,dupt,-t,Reg,No,-t
526,gauge,gauged,geɪʤ,geɪʤd,-d,Reg,No,-d
527,participate,participated,pɑrtɪsəpeɪt,pɑrtɪsəpeɪtɪd,-ɪd,Reg,No,-ɪd
528,appease,appeased,əpiz,əpizd,-d,Reg,No,-d
529,peddle,peddled,pɛdəl,pɛdəld,-d,Reg,No,-d
530,verbalize,verbalized,vərbəlaɪz,vərbəlaɪzd,-d,Reg,No,-d
531,bail,bailed,beɪl,beɪld,-d,Reg,No,-d
532,clock,clocked,klɑk,klɑkt,-t,Reg,No,-t
533,capitulate,capitulated,kəpɪʧəleɪt,kəpɪʧəleɪtɪd,-ɪd,Reg,No,-ɪd
534,toast,toasted,toʊst,toʊstɪd,-ɪd,Reg,Yes,-ɪd
535,stoop,stooped,stup,stupt,-t,Reg,No,-t
536,grunt,grunted,grənt,grəntɪd,-ɪd,Reg,Yes,-ɪd
537,headline,headlined,hɛdlaɪn,hɛdlaɪnd,-d,Reg,No,-d
538,explain,explained,ɪkspleɪn,ɪkspleɪnd,-d,Reg,Yes,-d
539,haze,hazed,heɪz,heɪzd,-d,Reg,No,-d
540,cripple,crippled,krɪpəl,krɪpəld,-d,Reg,No,-d
541,sugar,sugared,ʃʊgər,ʃʊgərd,-d,Reg,No,-d
542,over-eat,over-ate,oʊvərit,oʊvəreɪt,i-eɪ,Irreg,No,vowel change
543,infiltrate,infiltrated,ɪnfɪltreɪt,ɪnfɪltreɪtɪd,-ɪd,Reg,No,-ɪd
544,disgust,disgusted,dɪsgəst,dɪsgəstɪd,-ɪd,Reg,No,-ɪd
545,mend,mended,mɛnd,mɛndɪd,-ɪd,Reg,No,-ɪd
546,announce,announced,ənaʊns,ənaʊnst,-t,Reg,No,-t
547,hoard,hoarded,hɔrd,hɔrdɪd,-ɪd,Reg,No,-ɪd
548,waltz,waltzed,wɔlts,wɔltst,-t,Reg,No,-t
549,patter,pattered,pætər,pætərd,-d,Reg,No,-d
550,remarry,remarried,rimɛri,rimɛrid,-d,Reg,No,-d
551,pre-empt,pre-empted,prɪɛmt,prɪɛmtɪd,-ɪd,Reg,No,-ɪd
552,endorse,endorsed,ɛndɔrs,ɛndɔrst,-t,Reg,No,-t
553,stop,stopped,stɑp,stɑpt,-t,Reg,Yes,-t
554,denounce,denounced,dɪnaʊns,dɪnaʊnst,-t,Reg,No,-t
555,coast,coasted,koʊst,koʊstɪd,-ɪd,Reg,No,-ɪd
556,baffle,baffled,bæfəl,bæfəld,-d,Reg,No,-d
557,trounce,trounced,traʊns,traʊnst,-t,Reg,No,-t
558,meditate,meditated,mɛdəteɪt,mɛdəteɪtɪd,-ɪd,Reg,No,-ɪd
559,cushion,cushioned,kʊʃən,kʊʃənd,-d,Reg,No,-d
560,report,reported,rɪpɔrt,rɪpɔrtɪd,-ɪd,Reg,No,-ɪd
561,reconstruct,reconstructed,rikənstrəkt,rikənstrəktɪd,-ɪd,Reg,No,-ɪd
562,relish,relished,rɛlɪʃ,rɛlɪʃt,-t,Reg,No,-t
563,comply,complied,kəmplaɪ,kəmplaɪd,-d,Reg,No,-d
564,earn,earned,ərn,ərnd,-d,Reg,No,-d
565,entwine,entwined,ɛntwaɪn,ɛntwaɪnd,-d,Reg,No,-d
566,bar,barred,bɑr,bɑrd,-d,Reg,No,-d
567,hospitalize,hospitalized,hɑspɪtəlaɪz,hɑspɪtəlaɪzd,-d,Reg,No,-d
568,foreshorten,foreshortened,fɔrʃɔrtən,fɔrʃɔrtənd,-d,Reg,No,-d
569,patch,patched,pæʧ,pæʧt,-t,Reg,No,-t
570,bag,bagged,bæg,bægd,-d,Reg,No,-d
571,erupt,erupted,ɪrəpt,ɪrəptɪd,-ɪd,Reg,No,-ɪd
572,troop,trooped,trup,trupt,-t,Reg,No,-t
573,cower,cowered,kaʊər,kaʊərd,-d,Reg,No,-d
574,ban,banned,bæn,bænd,-d,Reg,No,-d
575,hasten,hastened,heɪsən,heɪsənd,-d,Reg,No,-d
576,steal,stole,stil,stoʊl,i-oʊ,Irreg,Yes,vowel change
577,steam,steamed,stim,stimd,-d,Reg,No,-d
578,respond,responded,rɪspɑnd,rɪspɑndɪd,-ɪd,Reg,No,-ɪd
579,attest,attested,ətɛst,ətɛstɪd,-ɪd,Reg,No,-ɪd
580,traverse,traversed,trævərs,trævərst,-t,Reg,No,-t
581,misdirect,misdirected,mɪsdɪrɛkt,mɪsdɪrɛktɪd,-ɪd,Reg,No,-ɪd
582,imitate,imitated,ɪməteɪt,ɪməteɪtɪd,-ɪd,Reg,No,-ɪd
583,prophesy,prophesied,prɑfəsi,prɑfəsid,-d,Reg,No,-d
584,saddle,saddled,sædəl,sædəld,-d,Reg,No,-d
585,authenticate,authenticated,ɔθɛntəkeɪt,ɔθɛntəkeɪtɪd,-ɪd,Reg,No,-ɪd
586,resist,resisted,rɪzɪst,rɪzɪstɪd,-ɪd,Reg,No,-ɪd
587,intertwine,intertwined,ɪntərtwaɪn,ɪntərtwaɪnd,-d,Reg,No,-d
588,result,resulted,rɪzəlt,rɪzəltɪd,-ɪd,Reg,No,-ɪd
589,fail,failed,feɪl,feɪld,-d,Reg,No,-d
590,lacquer,lacquered,lækər,lækərd,-d,Reg,No,-d
591,internationalize,internationalized,ɪnərnæʃənɑlaɪz,ɪnərnæʃənɑlaɪzd,-d,Reg,No,-d
592,hammer,hammered,hæmər,hæmərd,-d,Reg,No,-d
593,subject,subjected,səbʤɛkt,səbʤɛktɪd,-ɪd,Reg,No,-ɪd
594,snuff,snuffed,snʌf,snʌft,-t,Reg,No,-t
595,accede,acceded,æksid,æksidɪd,-ɪd,Reg,No,-ɪd
596,scrap,scrapped,skræp,skræpt,-t,Reg,No,-t
597,sail,sailed,seɪl,seɪld,-d,Reg,Yes,-d
598,extol,extolled,ɪkstoʊl,ɪkstoʊld,-d,Reg,No,-d
599,startle,startled,stɑrtəl,stɑrtəld,-d,Reg,No,-d
600,score,scored,skɔr,skɔrd,-d,Reg,No,-d
601,bestride,bestrode,bɪstraɪd,bɪstroʊd,aɪ-oʊ,Irreg,No,vowel change
602,finger,fingered,fɪŋgər,fɪŋgərd,-d,Reg,No,-d
603,disprove,disproved,dɪspruv,dɪspruvd,-d,Reg,No,-d
604,integrate,integrated,ɪnəgreɪt,ɪnəgreɪtɪd,-ɪd,Reg,No,-ɪd
605,scorn,scorned,skɔrn,skɔrnd,-d,Reg,No,-d
606,bleach,bleached,bliʧ,bliʧt,-t,Reg,No,-t
607,enlighten,enlightened,ɛnlaɪtən,ɛnlaɪtənd,-d,Reg,No,-d
608,approach,approached,əproʊʧ,əproʊʧt,-t,Reg,No,-t
609,preserve,preserved,prɪzərv,prɪzərvd,-d,Reg,No,-d
610,wage,waged,weɪʤ,weɪʤd,-d,Reg,No,-d
611,accord,accorded,əkɔrd,əkɔrdɪd,-ɪd,Reg,No,-ɪd
612,liaise,liaised,lɪeɪz,lɪeɪzd,-d,Reg,No,-d
613,extend,extended,ɪkstɛnd,ɪkstɛndɪd,-ɪd,Reg,No,-ɪd
614,wean,weaned,win,wind,-d,Reg,No,-d
615,personalize,personalized,pərsənəlaɪz,pərsənəlaɪzd,-d,Reg,No,-d
616,contort,contorted,kəntɔrt,kəntɔrtɪd,-ɪd,Reg,No,-ɪd
617,boss,bossed,bɑs,bɑst,-t,Reg,No,-t
618,impale,impaled,ɪmpeɪl,ɪmpeɪld,-d,Reg,No,-d
619,devour,devoured,dɪvaʊər,dɪvaʊərd,-d,Reg,No,-d
620,wear,wore,wɛr,wɔr,ɛ-ɔ,Irreg,Yes,vowel change
621,unfold,unfolded,ənfoʊld,ənfoʊldɪd,-ɪd,Reg,No,-ɪd
622,spurt,spurted,spərt,spərtɪd,-ɪd,Reg,No,-ɪd
623,downgrade,downgraded,daʊngreɪd,daʊngreɪdɪd,-ɪd,Reg,No,-ɪd
624,refract,refracted,rəfrækt,rəfræktɪd,-ɪd,Reg,No,-ɪd
625,excavate,excavated,ɛkskəveɪt,ɛkskəveɪtɪd,-ɪd,Reg,No,-ɪd
626,steep,steeped,stip,stipt,-t,Reg,No,-t
627,improve,improved,ɪmpruv,ɪmpruvd,-d,Reg,No,-d
628,pity,pitied,pɪti,pɪtid,-d,Reg,No,-d
629,cop,copped,kɑp,kɑpt,-t,Reg,No,-t
630,protect,protected,prətɛkt,prətɛktɪd,-ɪd,Reg,Yes,-ɪd
631,brown,browned,braʊn,braʊnd,-d,Reg,No,-d
632,disdain,disdained,dɪsdeɪn,dɪsdeɪnd,-d,Reg,No,-d
633,fault,faulted,fɔlt,fɔltɪd,-ɪd,Reg,No,-ɪd
634,bray,brayed,breɪ,breɪd,-d,Reg,No,-d
635,disseminate,disseminated,dɪsɛməneɪt,dɪsɛməneɪtɪd,-ɪd,Reg,No,-ɪd
636,incense,incensed,ɪnsɛns,ɪnsɛnst,-t,Reg,No,-t
637,disengage,disengaged,dɪsɪngeɪʤ,dɪsɪngeɪʤd,-d,Reg,No,-d
638,brag,bragged,bræg,brægd,-d,Reg,No,-d
639,steer,steered,stɪr,stɪrd,-d,Reg,No,-d
640,monopolize,monopolized,mənɑpəlaɪz,mənɑpəlaɪzd,-d,Reg,No,-d
641,argue,argued,ɑrgju,ɑrgjud,-d,Reg,Yes,-d
642,coo,cooed,ku,kud,-d,Reg,No,-d
643,con,conned,kɑn,kɑnd,-d,Reg,No,-d
644,crucify,crucified,krusəfaɪ,krusəfaɪd,-d,Reg,No,-d
645,widen,widened,waɪdən,waɪdənd,-d,Reg,No,-d
646,abbreviate,abbreviated,əbrivieɪt,əbrivieɪtɪd,-ɪd,Reg,No,-ɪd
647,spear,speared,spɪr,spɪrd,-d,Reg,No,-d
648,confide,confided,kənfaɪd,kənfaɪdɪd,-ɪd,Reg,No,-ɪd
649,fester,festered,fɛstər,fɛstərd,-d,Reg,No,-d
650,cobble,cobbled,kɑbəl,kɑbəld,-d,Reg,No,-d
651,evince,evinced,ɪvɪns,ɪvɪnst,-t,Reg,No,-t
652,refill,refilled,rifɪl,rifɪld,-d,Reg,No,-d
653,trust,trusted,trʌst,trʌstɪd,-ɪd,Reg,No,-ɪd
654,truss,trussed,trʌs,trʌst,-t,Reg,No,-t
655,speak,spoke,spik,spoʊk,i-oʊ,Irreg,Yes,vowel change
656,penalize,penalized,pinəlaɪz,pinəlaɪzd,-d,Reg,No,-d
657,putt,putted,pʌt,pʌtɪd,-ɪd,Reg,No,-ɪd
658,tint,tinted,tɪnt,tɪntɪd,-ɪd,Reg,No,-ɪd
659,fluff,fluffed,fləf,fləft,-t,Reg,No,-t
660,bewilder,bewildered,bɪwɪldər,bɪwɪldərd,-d,Reg,No,-d
661,tantalize,tantalized,tænəlaɪz,tænəlaɪzd,-d,Reg,No,-d
662,subside,subsided,səbsaɪd,səbsaɪdɪd,-ɪd,Reg,No,-ɪd
663,erect,erected,ɪrɛkt,ɪrɛktɪd,-ɪd,Reg,No,-ɪd
664,muck,mucked,mʌk,mʌkt,-t,Reg,No,-t
665,commission,commissioned,kəmɪʃən,kəmɪʃənd,-d,Reg,No,-d
666,trigger,triggered,trɪgər,trɪgərd,-d,Reg,No,-d
667,replicate,replicated,rɛplɪkeɪt,rɛplɪkeɪtɪd,-ɪd,Reg,No,-ɪd
668,interest,interested,ɪntərɛst,ɪntərɛstɪd,-ɪd,Reg,No,-ɪd
669,fry,fried,fraɪ,fraɪd,-d,Reg,Yes,-d
670,counterattack,counterattacked,kaʊnərətæk,kaʊnərətækt,-t,Reg,No,-t
671,chug,chugged,ʧəg,ʧəgd,-d,Reg,Yes,-d
672,wheedle,wheedled,widəl,widəld,-d,Reg,No,-d
673,cloak,cloaked,kloʊk,kloʊkt,-t,Reg,No,-t
674,spit,spat,spɪt,spæt,ɪ-æ,Irreg,No,vowel change
675,suppress,suppressed,səprɛs,səprɛst,-t,Reg,No,-t
676,dismiss,dismissed,dɪsmɪs,dɪsmɪst,-t,Reg,No,-t
677,excite,excited,ɪksaɪt,ɪksaɪtɪd,-ɪd,Reg,Yes,-ɪd
678,overtax,overtaxed,oʊvərtæks,oʊvərtækst,-t,Reg,No,-t
679,harmonize,harmonized,hɑrmənaɪz,hɑrmənaɪzd,-d,Reg,No,-d
680,lift,lifted,lɪft,lɪftɪd,-ɪd,Reg,Yes,-ɪd
681,hoist,hoisted,hɔɪst,hɔɪstɪd,-ɪd,Reg,No,-ɪd
682,catch,caught,kæʧ,kɔt,æʧ-ɔt,Irreg,Yes,ruckumlaut
683,deepen,deepened,dipən,dipənd,-d,Reg,No,-d
684,spin,span,spɪn,spæn,ɪ-æ,Irreg,No,vowel change
685,chill,chilled,ʧɪl,ʧɪld,-d,Reg,No,-d
686,inhibit,inhibited,ɪnhɪbət,ɪnhɪbətɪd,-ɪd,Reg,No,-ɪd
687,trespass,trespassed,trɛspæs,trɛspæst,-t,Reg,No,-t
688,affirm,affirmed,əfərm,əfərmd,-d,Reg,No,-d
689,dissect,dissected,daɪsɛkt,daɪsɛktɪd,-ɪd,Reg,No,-ɪd
690,originate,originated,ərɪʤəneɪt,ərɪʤəneɪtɪd,-ɪd,Reg,No,-ɪd
691,lessen,lessened,lɛsən,lɛsənd,-d,Reg,No,-d
692,air,aired,ɛr,ɛrd,-d,Reg,No,-d
693,aim,aimed,eɪm,eɪmd,-d,Reg,No,-d
694,ail,ailed,eɪl,eɪld,-d,Reg,No,-d
695,near,neared,nɪr,nɪrd,-d,Reg,Yes,-d
696,suppose,supposed,səpoʊz,səpoʊzd,-d,Reg,No,-d
697,convalesce,convalesced,kɑnvəlɛs,kɑnvəlɛst,-t,Reg,No,-t
698,thrash,thrashed,θræʃ,θræʃt,-t,Reg,No,-t
699,aid,aided,eɪd,eɪdɪd,-ɪd,Reg,No,-ɪd
700,balance,balanced,bæləns,bælənst,-t,Reg,No,-t
701,mangle,mangled,mæŋgəl,mæŋgəld,-d,Reg,No,-d
702,precede,preceded,prɪsid,prɪsidɪd,-ɪd,Reg,No,-ɪd
