,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class,freq
323,proportion,proportioned,prəpɔrʃən,prəpɔrʃənd,-d,Reg,No,-d,3.0
324,carry,carried,kæri,kærid,-d,Reg,Yes,-d,452.0
325,exhume,exhumed,ɛkshjum,ɛkshjumd,-d,Reg,No,-d,2.0
326,whiz,whizzed,wɪz,wɪzd,-d,Reg,No,-d,2.0
327,hatch,hatched,hæʧ,hæʧt,-t,Reg,Yes,-t,7.0
328,ameliorate,ameliorated,əmiljəreɪt,əmiljəreɪtɪd,-ɪd,Reg,No,-ɪd,1.0
329,dawn,dawned,dɔn,dɔnd,-d,Reg,No,-d,13.0
330,extract,extracted,ɛkstrækt,ɛkstræktɪd,-ɪd,Reg,No,-ɪd,25.0
331,demote,demoted,dɪmoʊt,dɪmoʊtɪd,-ɪd,Reg,No,-ɪd,3.0
332,whip,whipped,wɪp,wɪpt,-t,Reg,No,-t,27.0
333,clothe,clothed,kloʊð,kloʊðd,-d,Reg,No,-d,25.0
334,contend,contended,kəntɛnd,kəntɛndɪd,-ɪd,Reg,No,-ɪd,6.0
335,depress,depressed,dɪprɛs,dɪprɛst,-t,Reg,No,-t,14.0
336,decree,decreed,dɪkri,dɪkrid,-d,Reg,No,-d,11.0
337,chequer,chequered,ʧɛkər,ʧɛkərd,-d,Reg,No,-d,6.0
338,enfeeble,enfeebled,ɛnfibəl,ɛnfibəld,-d,Reg,No,-d,2.0
339,smirk,smirked,smərk,smərkt,-t,Reg,No,-t,2.0
340,waive,waived,weɪv,weɪvd,-d,Reg,No,-d,3.0
341,portend,portended,pɔrtɛnd,pɔrtɛndɪd,-ɪd,Reg,No,-ɪd,1.0
342,sparkle,sparkled,spɑrkəl,spɑrkəld,-d,Reg,No,-d,7.0
343,encourage,encouraged,ɪnkərəʤ,ɪnkərəʤd,-d,Reg,No,-d,145.0
344,adapt,adapted,ədæpt,ədæptɪd,-ɪd,Reg,No,-ɪd,40.0
345,engrave,engraved,ɪngreɪv,ɪngreɪvd,-d,Reg,No,-d,16.0
346,surprise,surprised,səpraɪz,səpraɪzd,-d,Reg,Yes,-d,29.0
347,engineer,engineered,ɛnʤənir,ɛnʤənird,-d,Reg,No,-d,9.0
348,infest,infested,ɪnfɛst,ɪnfɛstɪd,-ɪd,Reg,No,-ɪd,5.0
349,instigate,instigated,ɪnstəgeɪt,ɪnstəgeɪtɪd,-ɪd,Reg,No,-ɪd,4.0
350,smart,smarted,smɑrt,smɑrtɪd,-ɪd,Reg,No,-ɪd,1.0
351,underwrite,underwrote,əndərraɪt,əndərroʊt,aɪ-oʊ,Irreg,No,vowel change,1.0
352,grease,greased,gris,grist,-t,Reg,No,-t,11.0
353,conjecture,conjectured,kənʤɛkʧər,kənʤɛkʧərd,-d,Reg,No,-d,3.0
354,veto,vetoed,vitoʊ,vitoʊd,-d,Reg,No,-d,4.0
355,rail,railed,reɪl,reɪld,-d,Reg,No,-d,1.0
356,waddle,waddled,wɑdəl,wɑdəld,-d,Reg,No,-d,3.0
357,revenge,revenged,rivɛnʤ,rivɛnʤd,-d,Reg,No,-d,1.0
358,free,freed,fri,frid,-d,Reg,No,-d,31.0
359,inscribe,inscribed,ɪnskraɪb,ɪnskraɪbd,-d,Reg,No,-d,11.0
360,bestow,bestowed,bɪstoʊ,bɪstoʊd,-d,Reg,No,-d,10.0
361,formalize,formalized,fɔrməlaɪz,fɔrməlaɪzd,-d,Reg,No,-d,8.0
362,streamline,streamlined,strimlaɪn,strimlaɪnd,-d,Reg,No,-d,1.0
363,struggle,struggled,strʌgəl,strʌgəl,-d,Reg,No,-d,52.0
364,abate,abated,əbeɪt,əbeɪtɪd,-ɪd,Reg,No,-ɪd,5.0
365,enrapture,enraptured,ɛnræpʧər,ɛnræpʧərd,-d,Reg,No,-d,2.0
366,estimate,estimated,ɛstəmeɪt,ɛstəmeɪtɪd,-ɪd,Reg,No,-ɪd,89.0
367,mutilate,mutilated,mjutəleɪt,mjutəleɪtɪd,-ɪd,Reg,No,-ɪd,10.0
368,knit,knitted,nɪt,nɪtɪd,-ɪd,Reg,No,-ɪd,12.0
369,droop,drooped,drup,drupt,-t,Reg,No,-t,8.0
370,drench,drenched,drɛnʧ,drɛnʧt,-t,Reg,No,-t,11.0
371,mimic,mimicked,mɪmɪk,mɪmɪkt,-t,Reg,No,-t,5.0
372,dignify,dignified,dɪgnəfaɪ,dɪgnəfaɪd,-d,Reg,No,-d,2.0
373,rumple,rumpled,rəmpəl,rəmpəld,-d,Reg,No,-d,11.0
374,scrounge,scrounged,skraʊnʤ,skraʊnʤd,-d,Reg,No,-d,1.0
375,filter,filtered,fɪltər,fɪltərd,-d,Reg,No,-d,13.0
376,renew,renewed,rɪnu,rɪnud,-d,Reg,No,-d,44.0
377,oppose,opposed,əpoʊz,əpoʊzd,-d,Reg,No,-d,136.0
378,domesticate,domesticated,dəmɛstəkeɪt,dəmɛstəkeɪtɪd,-ɪd,Reg,No,-ɪd,12.0
379,aspire,aspired,əspaɪr,əspaɪrd,-d,Reg,No,-d,6.0
380,symbolize,symbolized,sɪmbəlaɪz,sɪmbəlaɪzd,-d,Reg,No,-d,10.0
381,recite,recited,rəsaɪt,rəsaɪtɪd,-ɪd,Reg,No,-ɪd,11.0
382,orientate,orientated,ɔriənteɪt,ɔriənteɪtɪd,-ɪd,Reg,No,-ɪd,8.0
383,organize,organized,ɔrgənaɪz,ɔrgənaɪzd,-d,Reg,No,-d,85.0
384,render,rendered,rɛndər,rɛndərd,-d,Reg,No,-d,34.0
385,yank,yanked,jæŋk,jæŋkt,-t,Reg,No,-t,5.0
386,grade,graded,greɪd,greɪdɪd,-ɪd,Reg,No,-ɪd,12.0
387,goggle,goggled,gɑgəl,gɑgəld,-d,Reg,No,-d,1.0
388,reassure,reassured,riəʃʊr,riəʃʊrd,-d,Reg,No,-d,24.0
389,rank,ranked,ræŋk,ræŋkt,-t,Reg,No,-t,7.0
390,notch,notched,nɑʧ,nɑʧt,-t,Reg,No,-t,2.0
391,restrict,restricted,ristrɪkt,ristrɪktɪd,-ɪd,Reg,No,-ɪd,10.0
392,hook,hooked,hʊk,hʊkt,-t,Reg,No,-t,37.0
393,instruct,instructed,ɪnstrəkt,ɪnstrəktɪd,-ɪd,Reg,No,-ɪd,42.0
394,guzzle,guzzled,gəzəl,gəzəld,-d,Reg,No,-d,2.0
395,deplete,depleted,dɪplit,dɪplitɪd,-ɪd,Reg,No,-ɪd,10.0
396,enumerate,enumerated,ɪnuməreɪt,ɪnuməreɪtɪd,-ɪd,Reg,No,-ɪd,2.0
397,sober,sobered,soʊbər,soʊbərd,-d,Reg,No,-d,2.0
398,radiate,radiated,reɪdieɪt,reɪdieɪtɪd,-ɪd,Reg,No,-ɪd,5.0
399,tangle,tangled,tæŋgəl,tæŋgəld,-d,Reg,Yes,-d,27.0
400,hood,hooded,hʊd,hʊdɪd,-ɪd,Reg,No,-ɪd,1.0
401,illustrate,illustrated,ɪləstreɪt,ɪləstreɪtɪd,-ɪd,Reg,No,-ɪd,53.0
402,declaim,declaimed,dɪkleɪm,dɪkleɪmd,-d,Reg,No,-d,1.0
403,unbind,unbound,ənbaɪnd,ənbaʊnd,ɪ-ʊ,Irreg,No,vowel change,2.0
404,debase,debased,dəbeɪs,dəbeɪst,-t,Reg,No,-t,5.0
405,service,serviced,sərvɪs,sərvɪst,-t,Reg,No,-t,5.0
406,fart,farted,fɑrt,fɑrtɪd,-ɪd,Reg,No,-ɪd,1.0
407,top,topped,tɑp,tɑpt,-t,Reg,No,-t,23.0
408,neck,necked,nɛk,nɛkt,-t,Reg,No,-t,1.0
409,tow,towed,toʊ,toʊd,-d,Reg,No,-d,7.0
410,vibrate,vibrated,vaɪbreɪt,vaɪbreɪtɪd,-ɪd,Reg,No,-ɪd,5.0
411,sidle,sidled,saɪdəl,saɪdəld,-d,Reg,No,-d,3.0
412,master,mastered,mæstər,mæstərd,-d,Reg,No,-d,15.0
413,fumble,fumbled,fʌmbəl,fʌmbəld,-d,Reg,No,-d,15.0
414,underlie,underlay,əndərlaɪ,əndərleɪ,a-e,Irreg,No,vowel change,2.0
415,inflate,inflated,ɪnfleɪt,ɪnfleɪtɪd,-ɪd,Reg,No,-ɪd,5.0
416,cycle,cycled,saɪkəl,saɪkəld,-d,Reg,No,-d,4.0
417,enjoin,enjoined,ɛnʤɔɪn,ɛnʤɔɪnd,-d,Reg,No,-d,3.0
418,listen,listened,lɪsən,lɪsənd,-d,Reg,Yes,-d,140.0
419,totter,tottered,tɑtər,tɑtərd,-d,Reg,No,-d,7.0
420,decentralize,decentralized,dɪsɛntrəlaɪz,dɪsɛntrəlaɪzd,-d,Reg,No,-d,7.0
421,murder,murdered,mərdər,mərdərd,-d,Reg,Yes,-d,56.0
422,overdraw,overdrew,oʊvərdrɔ,oʊvərdru,ɔ-u,Irreg,No,vowel change,1.0
423,collapse,collapsed,kəlæps,kəlæpst,-t,Reg,Yes,-t,55.0
424,dimple,dimpled,dɪmpəl,dɪmpəld,-d,Reg,No,-d,3.0
425,tool,tooled,tul,tuld,-d,Reg,No,-d,2.0
426,foreclose,foreclosed,fɔrkloʊz,fɔrkloʊzd,-d,Reg,No,-d,1.0
427,serve,served,sərv,sərvd,-d,Reg,No,-d,191.0
428,expend,expended,ɪkspɛnd,ɪkspɛndɪd,-ɪd,Reg,No,-ɪd,8.0
429,embellish,embellished,ɛmbɛlɪʃ,ɛmbɛlɪʃt,-t,Reg,No,-t,4.0
430,emaciate,emaciated,ɪmeɪʃieɪt,ɪmeɪʃieɪtɪd,-ɪd,Reg,No,-ɪd,5.0
431,toot,tooted,tut,tutɪd,-ɪd,Reg,No,-ɪd,1.0
432,incur,incurred,ɪnkər,ɪnkərd,-d,Reg,No,-d,11.0
433,skewer,skewered,skjuər,skjuərd,-d,Reg,No,-d,2.0
434,drool,drooled,drul,druld,-d,Reg,No,-d,1.0
435,vegetate,vegetated,vɛʤəteɪt,vɛʤəteɪtɪd,-ɪd,Reg,No,-ɪd,1.0
436,crawl,crawled,krɔl,krɔld,-d,Reg,No,-d,31.0
437,lather,lathered,læðər,læðərd,-d,Reg,No,-d,1.0
438,distance,distanced,dɪstəns,dɪstənst,-t,Reg,No,-t,2.0
439,trek,trekked,trɛk,trɛkt,-t,Reg,No,-t,3.0
440,gambol,gambolled,gæmbəl,gæmbəld,-d,Reg,No,-d,2.0
441,affront,affronted,əfrənt,əfrəntɪd,-ɪd,Reg,No,-ɪd,6.0
442,rampage,rampaged,ræmpeɪʤ,ræmpeɪʤd,-d,Reg,No,-d,1.0
443,dredge,dredged,drɛʤ,drɛʤd,-d,Reg,No,-d,2.0
444,nominate,nominated,nɑməneɪt,nɑməneɪtɪd,-ɪd,Reg,No,-ɪd,12.0
445,outlaw,outlawed,aʊtlɔ,aʊtlɔd,-d,Reg,No,-d,5.0
446,legalize,legalized,ligəlaɪz,ligəlaɪzd,-d,Reg,No,-d,4.0
447,scrutinize,scrutinized,skrutənaɪz,skrutənaɪzd,-d,Reg,No,-d,7.0
448,matter,mattered,mætər,mætərd,-d,Reg,No,-d,35.0
449,idle,idled,aɪdəl,aɪdəld,-d,Reg,No,-d,1.0
450,encase,encased,ɛnkeɪs,ɛnkeɪst,-t,Reg,No,-t,11.0
451,flame,flamed,fleɪm,fleɪmd,-d,Reg,No,-d,3.0
452,endure,endured,ɪndʊr,ɪndʊrd,-d,Reg,No,-d,21.0
453,iron,ironed,aɪərn,aɪərnd,-d,Reg,Yes,-d,7.0
454,loiter,loitered,lɔɪtər,lɔɪtərd,-d,Reg,No,-d,3.0
455,bridge,bridged,brɪʤ,brɪʤd,-d,Reg,No,-d,4.0
456,fashion,fashioned,fæʃən,fæʃənd,-d,Reg,No,-d,20.0
457,entail,entailed,ɪnteɪl,ɪnteɪld,-d,Reg,No,-d,9.0
458,seep,seeped,sip,sipt,-t,Reg,No,-t,5.0
459,rattle,rattled,rætəl,rætəld,-d,Reg,No,-d,25.0
460,navigate,navigated,nævəgeɪt,nævəgeɪtɪd,-ɪd,Reg,No,-ɪd,1.0
461,ram,rammed,ræm,ræmd,-d,Reg,No,-d,7.0
462,mind,minded,maɪnd,maɪndɪd,-ɪd,Reg,No,-ɪd,11.0
463,mine,mined,maɪn,maɪnd,-d,Reg,No,-d,13.0
464,taint,tainted,teɪnt,teɪntɪd,-ɪd,Reg,No,-ɪd,7.0
465,seed,seeded,sid,sidɪd,-ɪd,Reg,No,-ɪd,2.0
466,lull,lulled,ləl,ləld,-d,Reg,No,-d,4.0
467,rap,rapped,ræp,ræpt,-t,Reg,No,-t,9.0
468,protract,protracted,proʊtrækt,proʊtræktɪd,-ɪd,Reg,No,-ɪd,11.0
469,seem,seemed,sim,simd,-d,Reg,No,-d,1492.0
470,regulate,regulated,rɛgjəleɪt,rɛgjəleɪtɪd,-ɪd,Reg,No,-ɪd,12.0
472,reprieve,reprieved,ripriv,riprivd,-d,Reg,No,-d,3.0
473,ponder,pondered,pɑndər,pɑndərd,-d,Reg,No,-d,14.0
474,secure,secured,sɪkjʊr,sɪkjʊrd,-d,Reg,No,-d,41.0
475,quarry,quarried,kwɔri,kwɔrid,-d,Reg,No,-d,3.0
476,entrap,entrapped,ɪntræp,ɪntræpt,-t,Reg,No,-t,1.0
477,perpetrate,perpetrated,pərpətreɪt,pərpətreɪtɪd,-ɪd,Reg,No,-ɪd,6.0
478,gripe,griped,graɪp,graɪpt,-t,Reg,No,-t,1.0
479,snow,snowed,snoʊ,snoʊd,-d,Reg,No,-d,3.0
480,disincline,disinclined,dɪsɪnklaɪn,dɪsɪnklaɪnd,-d,Reg,No,-d,2.0
481,rehouse,rehoused,rihaʊz,rihaʊzd,-d,Reg,No,-d,3.0
482,hum,hummed,həm,həmd,-d,Reg,Yes,-d,11.0
483,transmit,transmitted,trænzmɪt,trænzmɪtɪd,-ɪd,Reg,No,-ɪd,28.0
484,quicken,quickened,kwɪkən,kwɪkənd,-d,Reg,No,-d,6.0
485,aggravate,aggravated,ægrəveɪt,ægrəveɪtɪd,-ɪd,Reg,No,-ɪd,7.0
486,writhe,writhed,rɪθ,rɪθt,-t,Reg,No,-t,6.0
487,dial,dialled,daɪəl,daɪəld,-d,Reg,No,-d,17.0
488,simplify,simplified,sɪmpləfaɪ,sɪmpləfaɪd,-d,Reg,No,-d,12.0
489,jib,jibbed,ʤɪb,ʤɪbd,-d,Reg,No,-d,1.0
491,utilize,utilized,jutəlaɪz,jutəlaɪzd,-d,Reg,No,-d,9.0
492,cap,capped,kæp,kæpt,-t,Reg,No,-t,7.0
493,exonerate,exonerated,ɪgzɑnəreɪt,ɪgzɑnəreɪtɪd,-ɪd,Reg,No,-ɪd,2.0
494,glow,glowed,gloʊ,gloʊd,-d,Reg,No,-d,19.0
495,expound,expounded,ɪkspaʊnd,ɪkspaʊndɪd,-ɪd,Reg,No,-ɪd,5.0
496,mitigate,mitigated,mɪtəgeɪt,mɪtəgeɪtɪd,-ɪd,Reg,No,-ɪd,3.0
497,upend,upended,əpənd,əpəndɪd,-ɪd,Reg,No,-ɪd,2.0
498,don,donned,dɑn,dɑnd,-d,Reg,No,-d,5.0
499,daub,daubed,dɔb,dɔbd,-d,Reg,No,-d,1.0
500,interject,interjected,ɪntərʤɛkt,ɪntərʤɛktɪd,-ɪd,Reg,No,-ɪd,7.0
501,alarm,alarmed,əlɑrm,əlɑrmd,-d,Reg,No,-d,45.0
502,camp,camped,kæmp,kæmpt,-t,Reg,No,-t,20.0
503,flow,flowed,floʊ,floʊd,-d,Reg,No,-d,36.0
504,nettle,nettled,nɛtəl,nɛtəld,-d,Reg,No,-d,2.0
505,swamp,swamped,swɔmp,swɔmpt,-t,Reg,No,-t,12.0
506,digress,digressed,daɪgrɛs,daɪgrɛst,-t,Reg,No,-t,1.0
507,bracket,bracketed,brækɪt,brækɪtɪd,-ɪd,Reg,No,-ɪd,3.0
508,comprise,comprised,kəmpraɪz,kəmpraɪzd,-d,Reg,No,-d,7.0
509,transpire,transpired,trænspaɪər,trænspaɪərd,-d,Reg,No,-d,10.0
510,caw,cawed,kɔ,kɔd,-d,Reg,No,-d,1.0
511,constrict,constricted,kənstrɪkt,kənstrɪktɪd,-ɪd,Reg,No,-ɪd,4.0
512,flog,flogged,flɑg,flɑgd,-d,Reg,No,-d,3.0
513,scream,screamed,skrim,skrimd,-d,Reg,Yes,-d,63.0
514,dot,dotted,dɑt,dɑtɪd,-ɪd,Reg,Yes,-ɪd,18.0
515,reserve,reserved,rɪzərv,rɪzərvd,-d,Reg,No,-d,34.0
516,whimper,whimpered,wɪmpər,wɪmpərd,-d,Reg,No,-d,5.0
517,bait,baited,beɪt,beɪtɪd,-ɪd,Reg,No,-ɪd,9.0
518,inspire,inspired,ɪnspaɪər,ɪnspaɪərd,-d,Reg,No,-d,52.0
519,hunger,hungered,hʌŋgər,hʌŋgərd,-d,Reg,No,-d,2.0
520,alight,alighted,əlaɪt,əlaɪtɪd,-ɪd,Reg,No,-ɪd,3.0
521,reorganize,reorganized,riɔrgənaɪz,riɔrgənaɪzd,-d,Reg,No,-d,5.0
522,retire,retired,rɪtaɪr,rɪtaɪrd,-d,Reg,Yes,-d,55.0
523,skitter,skittered,skɪtər,skɪtərd,-d,Reg,No,-d,2.0
524,brief,briefed,brif,brift,-t,Reg,No,-t,11.0
525,dupe,duped,dup,dupt,-t,Reg,No,-t,2.0
526,gauge,gauged,geɪʤ,geɪʤd,-d,Reg,No,-d,3.0
527,participate,participated,pɑrtɪsəpeɪt,pɑrtɪsəpeɪtɪd,-ɪd,Reg,No,-ɪd,12.0
528,appease,appeased,əpiz,əpizd,-d,Reg,No,-d,5.0
529,peddle,peddled,pɛdəl,pɛdəld,-d,Reg,No,-d,1.0
530,verbalize,verbalized,vərbəlaɪz,vərbəlaɪzd,-d,Reg,No,-d,1.0
531,bail,bailed,beɪl,beɪld,-d,Reg,No,-d,2.0
532,clock,clocked,klɑk,klɑkt,-t,Reg,No,-t,2.0
533,capitulate,capitulated,kəpɪʧəleɪt,kəpɪʧəleɪtɪd,-ɪd,Reg,No,-ɪd,3.0
534,toast,toasted,toʊst,toʊstɪd,-ɪd,Reg,Yes,-ɪd,9.0
535,stoop,stooped,stup,stupt,-t,Reg,No,-t,14.0
536,grunt,grunted,grənt,grəntɪd,-ɪd,Reg,Yes,-ɪd,20.0
537,headline,headlined,hɛdlaɪn,hɛdlaɪnd,-d,Reg,No,-d,3.0
538,explain,explained,ɪkspleɪn,ɪkspleɪnd,-d,Reg,Yes,-d,294.0
539,haze,hazed,heɪz,heɪzd,-d,Reg,No,-d,2.0
540,cripple,crippled,krɪpəl,krɪpəld,-d,Reg,No,-d,23.0
541,sugar,sugared,ʃʊgər,ʃʊgərd,-d,Reg,No,-d,2.0
542,over-eat,over-ate,oʊvərit,oʊvəreɪt,i-eɪ,Irreg,No,vowel change,1.0
543,infiltrate,infiltrated,ɪnfɪltreɪt,ɪnfɪltreɪtɪd,-ɪd,Reg,No,-ɪd,8.0
544,disgust,disgusted,dɪsgəst,dɪsgəstɪd,-ɪd,Reg,No,-ɪd,18.0
545,mend,mended,mɛnd,mɛndɪd,-ɪd,Reg,No,-ɪd,12.0
546,announce,announced,ənaʊns,ənaʊnst,-t,Reg,No,-t,199.0
547,hoard,hoarded,hɔrd,hɔrdɪd,-ɪd,Reg,No,-ɪd,3.0
548,waltz,waltzed,wɔlts,wɔltst,-t,Reg,No,-t,3.0
549,patter,pattered,pætər,pætərd,-d,Reg,No,-d,2.0
550,remarry,remarried,rimɛri,rimɛrid,-d,Reg,No,-d,4.0
551,pre-empt,pre-empted,prɪɛmt,prɪɛmtɪd,-ɪd,Reg,No,-ɪd,2.0
552,endorse,endorsed,ɛndɔrs,ɛndɔrst,-t,Reg,No,-t,22.0
553,stop,stopped,stɑp,stɑpt,-t,Reg,Yes,-t,521.0
554,denounce,denounced,dɪnaʊns,dɪnaʊnst,-t,Reg,No,-t,22.0
555,coast,coasted,koʊst,koʊstɪd,-ɪd,Reg,No,-ɪd,3.0
556,baffle,baffled,bæfəl,bæfəld,-d,Reg,No,-d,22.0
557,trounce,trounced,traʊns,traʊnst,-t,Reg,No,-t,2.0
558,meditate,meditated,mɛdəteɪt,mɛdəteɪtɪd,-ɪd,Reg,No,-ɪd,3.0
559,cushion,cushioned,kʊʃən,kʊʃənd,-d,Reg,No,-d,3.0
560,report,reported,rɪpɔrt,rɪpɔrtɪd,-ɪd,Reg,No,-ɪd,195.0
561,reconstruct,reconstructed,rikənstrəkt,rikənstrəktɪd,-ɪd,Reg,No,-ɪd,5.0
562,relish,relished,rɛlɪʃ,rɛlɪʃt,-t,Reg,No,-t,8.0
563,comply,complied,kəmplaɪ,kəmplaɪd,-d,Reg,No,-d,5.0
564,earn,earned,ərn,ərnd,-d,Reg,No,-d,69.0
565,entwine,entwined,ɛntwaɪn,ɛntwaɪnd,-d,Reg,No,-d,5.0
566,bar,barred,bɑr,bɑrd,-d,Reg,No,-d,18.0
567,hospitalize,hospitalized,hɑspɪtəlaɪz,hɑspɪtəlaɪzd,-d,Reg,No,-d,7.0
568,foreshorten,foreshortened,fɔrʃɔrtən,fɔrʃɔrtənd,-d,Reg,No,-d,2.0
569,patch,patched,pæʧ,pæʧt,-t,Reg,No,-t,8.0
570,bag,bagged,bæg,bægd,-d,Reg,No,-d,1.0
571,erupt,erupted,ɪrəpt,ɪrəptɪd,-ɪd,Reg,No,-ɪd,13.0
572,troop,trooped,trup,trupt,-t,Reg,No,-t,6.0
573,cower,cowered,kaʊər,kaʊərd,-d,Reg,No,-d,2.0
574,ban,banned,bæn,bænd,-d,Reg,No,-d,46.0
575,hasten,hastened,heɪsən,heɪsənd,-d,Reg,No,-d,14.0
576,steal,stole,stil,stoʊl,i-oʊ,Irreg,Yes,vowel change,39.0
577,steam,steamed,stim,stimd,-d,Reg,No,-d,12.0
578,respond,responded,rɪspɑnd,rɪspɑndɪd,-ɪd,Reg,No,-ɪd,54.0
579,attest,attested,ətɛst,ətɛstɪd,-ɪd,Reg,No,-ɪd,3.0
580,traverse,traversed,trævərs,trævərst,-t,Reg,No,-t,4.0
581,misdirect,misdirected,mɪsdɪrɛkt,mɪsdɪrɛktɪd,-ɪd,Reg,No,-ɪd,3.0
582,imitate,imitated,ɪməteɪt,ɪməteɪtɪd,-ɪd,Reg,No,-ɪd,13.0
583,prophesy,prophesied,prɑfəsi,prɑfəsid,-d,Reg,No,-d,4.0
584,saddle,saddled,sædəl,sædəld,-d,Reg,No,-d,9.0
585,authenticate,authenticated,ɔθɛntəkeɪt,ɔθɛntəkeɪtɪd,-ɪd,Reg,No,-ɪd,3.0
586,resist,resisted,rɪzɪst,rɪzɪstɪd,-ɪd,Reg,No,-ɪd,34.0
587,intertwine,intertwined,ɪntərtwaɪn,ɪntərtwaɪnd,-d,Reg,No,-d,8.0
588,result,resulted,rɪzəlt,rɪzəltɪd,-ɪd,Reg,No,-ɪd,54.0
589,fail,failed,feɪl,feɪld,-d,Reg,No,-d,282.0
590,lacquer,lacquered,lækər,lækərd,-d,Reg,No,-d,4.0
591,internationalize,internationalized,ɪnərnæʃənɑlaɪz,ɪnərnæʃənɑlaɪzd,-d,Reg,No,-d,1.0
592,hammer,hammered,hæmər,hæmərd,-d,Reg,No,-d,17.0
593,subject,subjected,səbʤɛkt,səbʤɛktɪd,-ɪd,Reg,No,-ɪd,40.0
594,snuff,snuffed,snʌf,snʌft,-t,Reg,No,-t,5.0
595,accede,acceded,æksid,æksidɪd,-ɪd,Reg,No,-ɪd,2.0
596,scrap,scrapped,skræp,skræpt,-t,Reg,No,-t,6.0
597,sail,sailed,seɪl,seɪld,-d,Reg,Yes,-d,32.0
598,extol,extolled,ɪkstoʊl,ɪkstoʊld,-d,Reg,No,-d,2.0
599,startle,startled,stɑrtəl,stɑrtəld,-d,Reg,No,-d,62.0
600,score,scored,skɔr,skɔrd,-d,Reg,No,-d,46.0
601,bestride,bestrode,bɪstraɪd,bɪstroʊd,aɪ-oʊ,Irreg,No,vowel change,1.0
602,finger,fingered,fɪŋgər,fɪŋgərd,-d,Reg,No,-d,8.0
603,disprove,disproved,dɪspruv,dɪspruvd,-d,Reg,No,-d,4.0
604,integrate,integrated,ɪnəgreɪt,ɪnəgreɪtɪd,-ɪd,Reg,No,-ɪd,44.0
605,scorn,scorned,skɔrn,skɔrnd,-d,Reg,No,-d,7.0
606,bleach,bleached,bliʧ,bliʧt,-t,Reg,No,-t,11.0
607,enlighten,enlightened,ɛnlaɪtən,ɛnlaɪtənd,-d,Reg,No,-d,1.0
608,approach,approached,əproʊʧ,əproʊʧt,-t,Reg,No,-t,107.0
609,preserve,preserved,prɪzərv,prɪzərvd,-d,Reg,No,-d,53.0
610,wage,waged,weɪʤ,weɪʤd,-d,Reg,No,-d,9.0
611,accord,accorded,əkɔrd,əkɔrdɪd,-ɪd,Reg,No,-ɪd,16.0
612,liaise,liaised,lɪeɪz,lɪeɪzd,-d,Reg,No,-d,1.0
613,extend,extended,ɪkstɛnd,ɪkstɛndɪd,-ɪd,Reg,No,-ɪd,129.0
614,wean,weaned,win,wind,-d,Reg,No,-d,8.0
615,personalize,personalized,pərsənəlaɪz,pərsənəlaɪzd,-d,Reg,No,-d,7.0
616,contort,contorted,kəntɔrt,kəntɔrtɪd,-ɪd,Reg,No,-ɪd,9.0
617,boss,bossed,bɑs,bɑst,-t,Reg,No,-t,3.0
618,impale,impaled,ɪmpeɪl,ɪmpeɪld,-d,Reg,No,-d,4.0
619,devour,devoured,dɪvaʊər,dɪvaʊərd,-d,Reg,No,-d,11.0
620,wear,wore,wɛr,wɔr,ɛ-ɔ,Irreg,Yes,vowel change,271.0
621,unfold,unfolded,ənfoʊld,ənfoʊldɪd,-ɪd,Reg,No,-ɪd,10.0
622,spurt,spurted,spərt,spərtɪd,-ɪd,Reg,No,-ɪd,2.0
623,downgrade,downgraded,daʊngreɪd,daʊngreɪdɪd,-ɪd,Reg,No,-ɪd,1.0
624,refract,refracted,rəfrækt,rəfræktɪd,-ɪd,Reg,No,-ɪd,2.0
625,excavate,excavated,ɛkskəveɪt,ɛkskəveɪtɪd,-ɪd,Reg,No,-ɪd,9.0
626,steep,steeped,stip,stipt,-t,Reg,No,-t,4.0
627,improve,improved,ɪmpruv,ɪmpruvd,-d,Reg,No,-d,111.0
628,pity,pitied,pɪti,pɪtid,-d,Reg,No,-d,5.0
629,cop,copped,kɑp,kɑpt,-t,Reg,No,-t,2.0
630,protect,protected,prətɛkt,prətɛktɪd,-ɪd,Reg,Yes,-ɪd,88.0
631,brown,browned,braʊn,braʊnd,-d,Reg,No,-d,5.0
632,disdain,disdained,dɪsdeɪn,dɪsdeɪnd,-d,Reg,No,-d,1.0
633,fault,faulted,fɔlt,fɔltɪd,-ɪd,Reg,No,-ɪd,2.0
634,bray,brayed,breɪ,breɪd,-d,Reg,No,-d,1.0
635,disseminate,disseminated,dɪsɛməneɪt,dɪsɛməneɪtɪd,-ɪd,Reg,No,-ɪd,3.0
636,incense,incensed,ɪnsɛns,ɪnsɛnst,-t,Reg,No,-t,7.0
637,disengage,disengaged,dɪsɪngeɪʤ,dɪsɪngeɪʤd,-d,Reg,No,-d,3.0
638,brag,bragged,bræg,brægd,-d,Reg,No,-d,2.0
639,steer,steered,stɪr,stɪrd,-d,Reg,No,-d,11.0
640,monopolize,monopolized,mənɑpəlaɪz,mənɑpəlaɪzd,-d,Reg,No,-d,4.0
641,argue,argued,ɑrgju,ɑrgjud,-d,Reg,Yes,-d,187.0
642,coo,cooed,ku,kud,-d,Reg,No,-d,3.0
643,con,conned,kɑn,kɑnd,-d,Reg,No,-d,1.0
644,crucify,crucified,krusəfaɪ,krusəfaɪd,-d,Reg,No,-d,7.0
